user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,Cluster,Segment
123393,34,Female,USA,iOS,1.2,5,5.63,46.0,14,4,4,21,0,0,36,Premium,3,2,4,3.0,0.85,76.15,645,Google Ads,3,Cluster 3
123394,39,Female,UK,Android,2.1,7,13.69,5.0,10,2,3,7,1,0,25,Premium,3,3,2,5.0,0.14,57.42,482,Google Ads,0,Cluster 0
123395,24,Male,Germany,iOS,2.1,10,5.39,56.53,14,6,3,20,0,0,35,Free,4,4,2,1.0,0.6,70.86,727,Facebook Ads,3,Cluster 3
123396,27,Male,UK,Android,2.0,8,2.24,42.39,19,10,6,8,0,0,17,Free,7,5,1,1.0,0.82,58.31,166,Organic,3,Cluster 3
123397,46,Female,USA,Android,1.1,4,7.3,32.48,7,7,3,15,1,0,18,Premium,4,3,1,4.0,0.81,82.42,544,Organic,0,Cluster 0
123398,53,Male,India,Android,1.0,8,2.8,91.68,15,6,6,3,1,1,14,Basic,5,6,1,5.0,0.36,70.43,1105,Google Ads,2,Cluster 2
123399,41,Male,India,Android,1.2,10,6.34,16.51,11,4,2,6,1,0,9,Free,7,0,1,4.0,0.93,39.4,65,Google Ads,0,Cluster 0
123400,31,Male,Canada,Web,2.0,10,14.75,63.2,7,9,4,13,0,0,33,Free,6,4,1,4.0,0.8,74.04,702,Google Ads,1,Cluster 1
123401,31,Male,Canada,Web,1.0,10,9.74,46.77,6,5,3,8,1,0,17,Free,5,5,1,3.0,0.54,61.14,979,Organic,0,Cluster 0
123402,42,Male,Singapore,iOS,2.1,10,23.23,39.16,6,5,2,7,0,0,28,Free,6,4,4,1.0,0.19,61.47,734,Facebook Ads,3,Cluster 3
123403,39,Female,USA,Android,1.1,7,6.01,59.08,10,6,3,16,0,0,21,Free,13,4,1,4.0,0.8,36.05,892,Referral,1,Cluster 1
123404,40,Female,UK,iOS,2.1,9,11.69,29.55,7,3,2,11,0,0,8,Basic,7,2,2,4.0,0.85,45.45,315,Organic,1,Cluster 1
123405,49,Male,Singapore,Android,1.0,9,32.33,54.29,13,5,0,4,0,1,40,Free,3,5,2,3.0,0.98,65.62,117,Google Ads,2,Cluster 2
123406,43,Female,USA,iOS,2.1,6,8.06,57.16,16,5,5,7,0,0,44,Free,5,2,2,3.0,0.79,80.17,103,Organic,3,Cluster 3
123407,44,Female,Australia,Android,2.0,10,11.11,60.82,17,7,3,16,0,0,33,Free,7,2,3,4.0,0.91,47.53,1115,Organic,1,Cluster 1
123408,29,Male,India,Android,1.1,5,22.45,16.85,14,4,5,5,0,0,32,Premium,5,6,5,4.0,0.26,37.85,1084,Google Ads,1,Cluster 1
123409,36,Female,India,Android,2.0,8,10.5,25.01,12,6,5,19,1,1,37,Premium,6,1,1,4.0,0.28,78.71,1052,Organic,2,Cluster 2
123410,36,Male,Australia,Android,1.0,9,7.55,23.48,14,3,2,14,0,1,28,Free,6,3,0,3.0,0.77,71.6,466,Google Ads,2,Cluster 2
123411,51,Female,India,Web,2.1,9,16.57,39.75,9,5,6,9,0,1,15,Free,10,5,0,4.0,0.23,95.91,687,Referral,2,Cluster 2
123412,49,Male,Canada,Web,2.1,9,29.85,35.07,9,5,5,8,0,0,24,Premium,8,0,2,5.0,0.75,45.85,20,Facebook Ads,1,Cluster 1
123413,46,Male,USA,Android,1.0,9,1.25,68.35,9,7,3,17,1,0,11,Free,7,3,4,4.0,0.13,68.45,684,Organic,0,Cluster 0
123414,38,Female,USA,Android,2.0,4,5.57,32.44,20,7,3,24,0,0,33,Basic,3,2,2,4.0,0.1,75.27,733,Organic,1,Cluster 1
123415,52,Male,India,iOS,1.0,12,8.06,26.15,11,5,3,7,1,0,34,Basic,3,4,1,5.0,0.6,49.91,793,Referral,0,Cluster 0
123416,59,Male,Canada,Web,2.0,9,11.3,58.31,15,3,7,20,0,0,15,Free,8,4,2,4.0,0.07,52.52,1144,Organic,1,Cluster 1
123417,22,Female,India,Web,1.2,8,9.78,52.83,11,5,3,21,0,0,5,Free,3,4,0,3.0,0.61,28.42,900,Organic,3,Cluster 3
123418,29,Male,India,Android,1.1,5,41.75,35.77,9,2,5,14,0,0,36,Free,7,3,2,4.0,0.53,70.79,1197,Organic,1,Cluster 1
123419,24,Female,India,iOS,2.1,11,7.68,23.21,12,5,4,15,1,0,31,Free,8,3,1,3.0,0.61,63.2,1075,Organic,0,Cluster 0
123420,58,Female,UK,iOS,1.0,14,4.04,58.39,9,12,6,21,0,0,28,Free,5,3,0,4.0,0.57,71.84,715,Referral,1,Cluster 1
123421,19,Male,UK,iOS,1.1,13,16.44,39.29,15,7,4,11,1,0,6,Basic,5,2,1,3.0,0.59,51.57,84,Organic,0,Cluster 0
123422,42,Female,Australia,Android,1.0,7,3.91,61.07,11,4,2,12,0,0,28,Free,5,0,1,2.0,0.78,52.65,725,Referral,3,Cluster 3
123423,27,Female,UK,Android,2.0,11,8.97,63.94,14,3,4,20,0,0,15,Basic,5,3,3,4.0,0.8,65.78,1043,Google Ads,1,Cluster 1
123424,55,Male,Germany,Android,1.0,5,2.43,42.5,6,4,5,13,1,1,13,Free,7,4,3,2.0,0.73,81.05,607,Organic,2,Cluster 2
123425,23,Female,India,iOS,2.0,4,16.99,5.0,12,4,5,7,0,2,5,Premium,6,2,2,4.0,0.19,86.02,544,Google Ads,2,Cluster 2
123426,44,Female,USA,Android,1.0,3,17.65,28.6,14,5,2,22,0,0,17,Free,6,4,2,5.0,0.52,38.71,504,Organic,1,Cluster 1
123427,52,Male,Singapore,Android,2.0,6,16.28,85.13,14,5,3,21,0,0,19,Free,5,1,4,4.0,0.12,48.41,755,Referral,1,Cluster 1
123428,27,Female,India,iOS,1.0,6,3.61,7.54,9,1,4,21,0,0,39,Free,6,2,3,3.0,0.07,88.47,991,Organic,3,Cluster 3
123429,26,Female,UK,iOS,2.0,9,11.82,36.06,18,2,0,11,0,0,43,Basic,7,0,2,4.0,0.93,80.16,1053,Organic,1,Cluster 1
123430,37,Male,India,Android,2.0,11,24.1,66.06,11,4,3,8,0,0,38,Basic,5,1,0,4.0,0.39,74.95,388,Google Ads,1,Cluster 1
123431,54,Male,USA,Android,2.1,15,17.81,66.59,6,5,6,12,1,0,43,Free,3,3,0,3.0,0.02,43.49,1192,Facebook Ads,0,Cluster 0
123432,52,Female,USA,Android,1.2,8,5.79,5.0,10,4,2,11,1,0,29,Free,5,3,2,4.0,0.92,63.95,210,Referral,0,Cluster 0
123433,54,Male,Canada,Android,2.1,11,9.0,66.16,11,5,6,4,0,0,39,Basic,5,4,2,5.0,0.4,80.39,142,Referral,1,Cluster 1
123434,57,Male,USA,Android,1.1,6,23.64,5.0,16,3,5,21,0,0,38,Basic,9,3,3,1.0,0.68,83.51,678,Organic,3,Cluster 3
123435,25,Female,India,Android,2.1,10,3.42,21.32,13,7,4,12,0,0,14,Free,7,3,1,4.0,0.45,69.7,1125,Referral,1,Cluster 1
123436,48,Other,India,Android,2.1,6,7.05,28.6,16,5,10,17,0,0,14,Free,7,2,3,4.0,0.45,72.93,1179,Google Ads,1,Cluster 1
123437,33,Male,India,iOS,2.0,5,5.81,58.91,14,8,4,8,0,0,24,Basic,7,9,6,4.0,0.81,65.57,994,Google Ads,1,Cluster 1
123438,45,Female,USA,Android,1.0,9,10.29,66.4,9,6,7,17,1,0,23,Free,7,4,2,4.0,0.66,99.36,231,Email Campaign,0,Cluster 0
123439,23,Male,Germany,iOS,2.1,6,10.93,42.63,12,7,3,9,1,1,23,Free,7,1,3,5.0,0.88,53.58,1078,Google Ads,2,Cluster 2
123440,49,Male,Germany,Web,2.0,4,14.38,59.14,16,9,8,24,1,0,4,Free,3,4,3,4.0,0.47,57.09,528,Organic,0,Cluster 0
123441,45,Other,USA,Android,1.2,16,18.43,62.32,10,5,7,21,1,0,43,Free,3,3,1,4.0,0.31,56.66,94,Organic,0,Cluster 0
123442,28,Female,UK,Android,1.1,3,12.14,44.13,14,6,4,19,1,0,24,Free,13,1,0,3.0,0.22,76.67,318,Referral,0,Cluster 0
123443,59,Male,India,Android,1.0,14,8.32,52.85,13,4,3,17,0,0,18,Free,8,2,3,4.0,0.84,60.15,224,Organic,1,Cluster 1
123444,40,Male,India,Android,2.1,9,9.68,17.85,16,1,4,20,0,0,7,Basic,5,3,3,4.0,0.65,51.12,727,Referral,1,Cluster 1
123445,47,Male,USA,Android,1.2,8,20.14,31.94,8,6,5,16,0,0,44,Basic,7,3,2,5.0,0.81,48.49,20,Organic,1,Cluster 1
123446,26,Female,Australia,Android,1.1,4,20.71,47.28,12,3,1,11,1,1,1,Free,7,1,3,3.0,0.52,61.53,293,Google Ads,2,Cluster 2
123447,45,Male,USA,Android,1.1,8,11.34,57.87,12,4,6,14,0,0,27,Free,9,8,0,4.0,0.62,62.81,301,Facebook Ads,1,Cluster 1
123448,41,Male,USA,Android,1.0,6,11.2,84.05,11,3,3,24,0,0,9,Basic,7,6,2,5.0,0.9,93.06,639,Organic,1,Cluster 1
123449,45,Male,India,iOS,1.0,8,6.09,28.33,9,5,4,7,1,0,42,Basic,6,1,4,4.0,0.79,76.51,740,Email Campaign,0,Cluster 0
123450,41,Other,Canada,Android,1.2,10,27.73,59.32,9,3,0,19,1,0,3,Free,5,3,4,4.0,0.06,38.32,812,Organic,0,Cluster 0
123451,32,Male,India,iOS,2.1,9,13.24,50.45,8,7,5,16,0,0,20,Free,9,5,3,4.0,0.77,59.56,1122,Organic,1,Cluster 1
123452,56,Male,Canada,iOS,1.0,8,17.35,28.26,12,9,5,22,0,0,28,Free,4,3,1,4.0,0.49,77.99,942,Organic,1,Cluster 1
123453,50,Male,Singapore,iOS,2.1,12,8.68,36.75,13,2,5,13,0,2,15,Free,3,4,2,4.0,0.27,42.84,693,Google Ads,2,Cluster 2
123454,51,Female,India,iOS,1.1,12,21.54,69.9,12,3,4,16,0,0,17,Free,7,0,1,4.0,0.36,52.08,786,Referral,1,Cluster 1
123455,39,Male,Australia,iOS,1.2,2,16.72,63.14,15,7,2,8,0,0,5,Free,6,5,0,4.0,0.06,72.34,763,Google Ads,1,Cluster 1
123456,46,Female,India,Android,1.1,4,5.85,62.94,7,1,7,18,0,0,10,Premium,3,4,3,5.0,0.77,74.69,1101,Google Ads,1,Cluster 1
123457,51,Female,Australia,Web,1.0,7,11.27,67.32,12,4,4,7,0,0,16,Basic,6,2,1,4.0,0.03,75.78,997,Google Ads,1,Cluster 1
123458,59,Other,UK,Android,2.0,8,0.99,77.11,15,5,5,19,0,0,39,Free,5,4,1,4.0,0.22,63.03,225,Organic,1,Cluster 1
123459,27,Male,India,Android,1.2,9,8.72,36.21,14,7,2,16,0,0,26,Free,5,5,2,4.0,0.07,69.04,307,Google Ads,1,Cluster 1
123460,47,Other,USA,iOS,1.0,6,6.73,23.67,9,3,5,20,0,1,25,Free,3,0,4,5.0,0.22,60.23,888,Facebook Ads,2,Cluster 2
123461,28,Male,India,Android,2.1,4,11.08,23.06,10,1,11,24,2,0,18,Premium,2,4,1,3.0,0.36,73.88,217,Email Campaign,0,Cluster 0
123462,51,Female,UK,Android,2.1,8,1.34,51.8,13,4,1,6,0,0,43,Premium,10,4,2,5.0,0.92,62.71,139,Google Ads,1,Cluster 1
123463,38,Male,Germany,iOS,1.2,8,6.55,66.62,13,4,5,22,0,0,41,Free,2,4,2,3.0,0.99,51.64,217,Google Ads,3,Cluster 3
123464,30,Male,USA,Android,1.1,11,14.85,41.01,14,7,3,11,0,0,17,Free,4,6,1,4.0,0.69,71.28,910,Organic,1,Cluster 1
123465,42,Male,India,Web,1.2,6,15.05,12.16,6,7,4,23,0,0,3,Free,5,3,0,4.0,0.34,39.83,52,Organic,1,Cluster 1
123466,38,Female,UK,Web,1.1,5,19.66,37.22,11,10,5,3,2,0,4,Free,2,3,2,4.0,0.77,63.22,1114,Referral,0,Cluster 0
123467,18,Male,India,Web,2.1,6,38.58,44.5,17,9,7,13,1,1,10,Free,10,5,1,3.0,0.96,56.92,775,Google Ads,2,Cluster 2
123468,22,Female,India,Android,1.0,11,21.05,49.42,8,8,2,23,1,0,38,Free,3,1,2,4.0,0.65,98.9,1103,Organic,0,Cluster 0
123469,39,Female,UK,iOS,2.0,8,1.75,5.0,8,10,5,18,0,0,22,Basic,8,4,3,3.0,0.21,76.55,921,Organic,3,Cluster 3
123470,24,Male,India,Android,2.0,6,15.78,47.99,11,3,3,6,0,0,3,Premium,6,2,1,5.0,0.29,69.33,237,Referral,1,Cluster 1
123471,30,Other,India,iOS,2.1,9,9.53,5.92,11,4,2,12,0,0,39,Free,3,1,1,1.0,0.79,82.81,371,Facebook Ads,3,Cluster 3
123472,40,Male,India,Android,2.0,11,2.05,59.17,5,4,4,20,1,0,34,Free,9,5,1,3.0,0.51,75.47,653,Organic,0,Cluster 0
123473,38,Male,India,Android,1.1,9,9.08,24.17,11,8,3,23,2,0,25,Basic,5,3,3,5.0,0.23,70.55,1195,Facebook Ads,0,Cluster 0
123474,23,Male,Germany,Android,1.0,5,6.81,29.79,17,3,5,18,0,0,7,Basic,1,1,0,3.0,0.96,48.61,696,Google Ads,3,Cluster 3
123475,37,Female,Germany,Android,2.0,10,18.81,58.66,12,3,2,6,1,0,17,Free,8,5,2,3.0,0.35,65.37,195,Google Ads,0,Cluster 0
123476,29,Female,India,Web,1.1,4,7.6,39.54,20,4,10,13,0,0,28,Free,5,2,4,5.0,0.57,70.33,457,Referral,1,Cluster 1
123477,57,Female,India,Android,1.1,8,18.38,39.61,8,3,1,3,1,1,21,Basic,8,1,1,4.0,0.77,70.89,393,Organic,2,Cluster 2
123478,26,Male,India,Android,2.1,2,22.83,5.0,7,10,2,13,0,1,11,Free,6,4,4,3.0,0.37,73.27,177,Google Ads,2,Cluster 2
123479,45,Female,USA,iOS,1.1,5,6.48,77.6,15,4,3,6,0,0,16,Basic,6,2,2,4.0,0.98,76.41,991,Organic,1,Cluster 1
123480,28,Male,India,Android,1.0,8,20.3,28.77,10,9,5,6,0,0,22,Free,3,1,2,4.0,0.17,60.97,878,Organic,1,Cluster 1
123481,49,Male,Australia,Web,2.1,9,3.0,36.39,16,6,4,17,0,1,1,Premium,9,2,6,5.0,0.01,93.97,994,Organic,2,Cluster 2
123482,28,Male,Canada,iOS,1.0,8,25.96,50.58,11,3,5,15,0,0,29,Basic,9,2,3,4.0,0.82,45.1,82,Email Campaign,1,Cluster 1
123483,41,Female,India,iOS,2.1,6,12.49,18.23,14,7,4,21,0,1,29,Free,8,5,2,4.0,0.66,74.26,871,Google Ads,2,Cluster 2
123484,32,Male,India,iOS,1.0,7,27.74,43.32,12,4,5,17,0,1,7,Basic,6,2,3,3.0,0.95,53.72,1156,Facebook Ads,2,Cluster 2
123485,58,Female,India,Android,2.1,11,14.13,54.22,9,6,5,22,1,0,1,Free,9,3,1,4.0,0.59,100.0,806,Google Ads,0,Cluster 0
123486,52,Male,India,iOS,1.1,11,30.98,5.0,8,1,4,17,0,0,28,Premium,6,6,1,4.0,0.76,45.01,974,Facebook Ads,1,Cluster 1
123487,34,Female,India,iOS,1.1,4,18.05,70.49,10,3,2,18,2,0,34,Basic,9,5,1,4.0,0.44,62.98,607,Google Ads,0,Cluster 0
123488,42,Male,India,Android,1.2,7,31.52,65.96,10,5,5,12,0,0,8,Free,6,5,3,4.0,0.6,65.73,627,Organic,1,Cluster 1
123489,52,Other,USA,Android,2.0,7,6.56,13.22,12,5,4,15,0,0,31,Free,7,2,4,4.0,0.98,40.87,52,Organic,1,Cluster 1
123490,36,Male,Singapore,iOS,1.1,13,3.49,29.4,17,4,3,4,0,0,30,Free,4,5,4,4.0,0.21,54.39,536,Organic,1,Cluster 1
123491,58,Male,India,Android,1.0,8,5.28,64.76,16,0,2,16,0,1,33,Free,9,3,3,4.0,0.2,76.94,203,Google Ads,2,Cluster 2
123492,48,Male,Singapore,Android,1.0,6,7.45,46.63,6,8,7,21,0,0,14,Basic,9,1,4,1.0,0.68,64.56,358,Facebook Ads,3,Cluster 3
123493,34,Female,India,Android,1.2,12,14.28,19.97,8,3,4,16,0,0,5,Basic,7,4,0,4.0,0.39,71.43,559,Organic,1,Cluster 1
123494,40,Male,India,Android,2.0,12,4.9,43.69,7,6,4,15,0,1,26,Basic,6,1,2,5.0,0.23,56.42,671,Referral,2,Cluster 2
123495,18,Male,India,Web,2.1,9,3.93,27.29,12,4,4,16,0,0,44,Premium,9,4,3,4.0,0.54,53.41,604,Facebook Ads,1,Cluster 1
123496,27,Male,India,Android,1.0,4,21.43,59.38,9,5,5,5,0,1,4,Basic,5,0,1,4.0,0.24,63.3,390,Organic,2,Cluster 2
123497,25,Male,India,Web,1.1,9,9.9,47.47,16,4,1,10,0,0,32,Free,16,2,5,4.0,0.43,41.7,97,Organic,1,Cluster 1
123498,59,Female,India,Web,1.2,13,0.72,46.62,19,3,6,15,2,1,33,Premium,5,6,1,5.0,0.86,44.4,665,Organic,0,Cluster 0
123499,43,Female,India,iOS,2.1,7,7.08,5.0,10,5,6,19,1,0,30,Free,5,1,1,4.0,0.66,59.75,1005,Google Ads,0,Cluster 0
123500,51,Female,India,Android,2.1,9,2.46,72.96,17,2,2,13,1,0,22,Basic,4,4,0,4.0,0.02,27.57,795,Organic,0,Cluster 0
123501,36,Female,India,Android,2.1,11,12.97,23.03,8,5,6,13,1,0,28,Free,1,1,2,4.0,0.35,66.54,1130,Referral,0,Cluster 0
123502,31,Male,USA,iOS,1.1,9,18.61,98.39,8,3,7,22,1,0,19,Basic,7,2,4,4.0,0.81,53.87,312,Google Ads,0,Cluster 0
123503,25,Female,India,Android,1.2,7,4.25,58.3,12,7,2,24,1,1,13,Basic,5,2,5,4.0,0.78,79.24,419,Google Ads,2,Cluster 2
123504,18,Female,USA,iOS,2.0,12,16.68,51.83,8,7,4,21,1,0,37,Basic,4,1,0,5.0,0.03,40.47,633,Google Ads,0,Cluster 0
123505,42,Male,India,iOS,2.1,6,21.53,15.66,11,4,4,14,0,0,18,Basic,11,5,3,3.0,0.26,59.09,265,Facebook Ads,3,Cluster 3
123506,41,Male,USA,Android,2.1,8,2.78,55.51,13,3,6,6,1,0,15,Free,6,3,1,4.0,0.82,86.15,827,Google Ads,0,Cluster 0
123507,37,Female,Canada,Android,1.0,4,13.41,33.2,14,5,4,13,0,0,27,Premium,5,4,1,2.0,0.25,63.21,197,Referral,3,Cluster 3
123508,47,Other,Germany,Android,1.0,6,0.74,36.08,18,4,3,5,0,0,12,Free,6,3,3,4.0,0.31,52.41,1073,Google Ads,1,Cluster 1
123509,22,Male,Germany,iOS,2.0,7,14.49,42.27,9,6,4,17,3,0,9,Free,6,5,2,4.0,0.19,47.27,1194,Referral,0,Cluster 0
123510,20,Other,UK,Android,2.1,7,4.19,14.29,11,5,1,16,1,0,31,Premium,6,5,2,3.0,0.59,50.43,162,Referral,0,Cluster 0
123511,49,Male,Singapore,Android,1.2,10,8.86,55.86,11,5,4,19,1,0,22,Free,1,0,1,3.0,0.76,67.82,64,Organic,0,Cluster 0
123512,34,Female,India,iOS,2.0,8,18.47,79.98,14,6,6,17,1,1,41,Free,12,2,0,5.0,0.7,63.16,162,Referral,2,Cluster 2
123513,59,Male,UK,Android,1.2,7,25.91,66.77,5,3,5,16,0,1,18,Basic,7,5,3,3.0,0.56,66.97,624,Google Ads,2,Cluster 2
123514,22,Male,Singapore,Android,1.2,5,2.83,58.15,14,3,3,17,1,0,28,Basic,10,6,2,3.0,0.78,29.75,865,Organic,0,Cluster 0
123515,28,Female,UK,iOS,1.2,7,30.86,65.85,11,6,5,23,1,0,1,Free,6,3,1,3.0,0.84,53.57,603,Organic,0,Cluster 0
123516,55,Female,India,Android,1.0,14,3.11,36.23,11,4,5,20,1,0,17,Premium,5,2,3,5.0,0.47,77.73,872,Organic,0,Cluster 0
123517,21,Male,Australia,iOS,1.1,7,13.94,58.64,15,8,1,15,1,0,6,Free,8,5,0,4.0,0.48,88.5,639,Google Ads,0,Cluster 0
123518,56,Female,India,iOS,1.1,9,4.86,79.01,10,2,7,15,0,0,22,Free,6,4,1,3.0,0.4,84.88,410,Organic,3,Cluster 3
123519,36,Male,India,Android,2.0,9,20.18,58.18,10,7,6,7,0,0,39,Basic,2,2,2,2.0,0.67,73.77,977,Facebook Ads,3,Cluster 3
123520,56,Female,Australia,Android,1.1,6,4.74,41.94,16,3,2,13,1,2,31,Basic,7,2,3,4.0,0.33,72.89,286,Facebook Ads,2,Cluster 2
123521,40,Male,India,Android,1.2,2,20.3,34.62,17,5,3,21,0,1,15,Basic,8,1,0,5.0,0.79,58.26,606,Organic,2,Cluster 2
123522,34,Female,UK,iOS,2.0,8,20.75,55.59,15,6,3,18,0,0,32,Free,6,2,2,4.0,0.26,67.73,445,Google Ads,1,Cluster 1
123523,30,Female,Australia,Android,2.1,5,8.57,36.89,10,1,2,6,1,0,24,Premium,4,3,4,4.0,0.18,70.01,319,Organic,0,Cluster 0
123524,44,Female,India,Android,1.2,8,16.42,30.66,12,7,2,17,0,0,25,Premium,7,1,1,3.0,0.02,78.2,280,Organic,3,Cluster 3
123525,18,Female,USA,Android,1.0,10,3.33,16.91,12,6,3,19,0,0,0,Free,7,3,2,4.0,0.4,63.74,1140,Google Ads,1,Cluster 1
123526,19,Female,India,iOS,1.0,3,3.82,58.85,16,6,5,3,0,1,19,Free,8,3,2,4.0,0.78,73.65,129,Email Campaign,2,Cluster 2
123527,35,Male,USA,Android,1.1,7,5.63,54.65,10,6,6,24,0,0,8,Premium,6,2,5,4.0,0.73,62.22,653,Facebook Ads,1,Cluster 1
123528,53,Female,USA,Android,1.0,8,11.11,56.21,10,7,2,20,2,0,39,Free,1,2,0,5.0,0.43,71.34,323,Organic,0,Cluster 0
123529,50,Male,Australia,iOS,2.0,7,10.69,17.88,11,2,9,23,0,0,21,Basic,6,2,0,4.0,0.66,53.16,264,Organic,1,Cluster 1
123530,53,Female,Germany,Android,2.1,8,7.81,11.02,14,7,1,14,0,1,0,Free,6,0,2,4.0,0.67,75.16,988,Google Ads,2,Cluster 2
123531,19,Male,Canada,Android,1.0,11,6.62,41.61,6,2,8,16,1,1,43,Basic,6,5,1,4.0,0.72,79.39,132,Facebook Ads,2,Cluster 2
123532,21,Male,USA,iOS,2.1,10,11.24,68.08,7,9,4,13,1,0,24,Premium,4,5,1,3.0,0.11,51.79,1123,Facebook Ads,0,Cluster 0
123533,33,Female,India,iOS,2.0,5,8.96,13.39,14,5,5,11,0,0,16,Free,11,0,3,5.0,0.79,51.29,1037,Organic,1,Cluster 1
123534,21,Male,USA,Android,1.1,9,7.36,47.53,12,7,4,18,0,1,23,Free,6,2,3,1.0,0.54,79.33,900,Organic,3,Cluster 3
123535,26,Male,India,Android,1.2,8,7.85,50.04,12,8,4,18,0,1,25,Premium,4,3,3,5.0,0.31,34.16,1155,Referral,2,Cluster 2
123536,38,Male,India,Android,1.1,7,17.81,26.83,13,3,6,23,0,0,31,Basic,2,3,2,4.0,0.4,86.9,28,Google Ads,1,Cluster 1
123537,40,Female,USA,iOS,2.1,11,24.73,64.42,15,6,4,14,0,0,32,Free,2,4,1,5.0,0.68,55.16,445,Facebook Ads,1,Cluster 1
123538,19,Male,India,iOS,1.2,8,10.5,62.52,9,5,4,13,0,0,40,Free,3,2,4,4.0,0.36,42.12,822,Organic,1,Cluster 1
123539,20,Female,India,Android,2.1,12,29.07,45.56,8,7,4,9,0,0,41,Free,7,1,3,4.0,0.82,88.04,1168,Google Ads,1,Cluster 1
123540,40,Male,India,Android,1.2,5,24.26,49.01,17,1,6,6,0,0,32,Free,7,2,2,5.0,0.36,93.9,618,Organic,1,Cluster 1
123541,43,Male,India,Android,2.0,7,10.03,33.68,16,10,6,15,0,0,19,Free,9,3,2,3.0,0.65,76.23,672,Google Ads,3,Cluster 3
123542,24,Female,India,iOS,1.1,8,10.9,69.19,11,8,5,24,0,0,2,Free,3,2,1,3.0,0.28,80.38,730,Organic,3,Cluster 3
123543,53,Female,India,iOS,1.0,6,13.0,62.91,10,0,7,19,0,0,15,Free,4,5,3,4.0,0.79,66.95,913,Email Campaign,1,Cluster 1
123544,50,Male,India,Android,1.2,10,19.83,55.89,7,5,7,10,0,1,27,Basic,10,2,2,4.0,0.25,60.21,53,Google Ads,2,Cluster 2
123545,53,Male,India,Web,1.0,5,8.7,40.24,7,8,1,6,0,0,44,Basic,3,3,2,4.0,0.96,41.72,1025,Organic,1,Cluster 1
123546,21,Female,USA,Android,1.0,8,18.3,38.68,15,7,7,6,0,0,30,Free,7,2,5,4.0,0.82,46.81,465,Email Campaign,1,Cluster 1
123547,40,Female,India,iOS,2.0,5,26.57,41.28,13,8,4,19,0,0,11,Basic,7,2,2,3.0,0.88,69.66,651,Referral,3,Cluster 3
123548,42,Female,India,Android,2.1,8,14.76,48.25,13,5,4,3,3,0,43,Premium,6,5,3,1.0,0.22,61.82,142,Google Ads,0,Cluster 0
123549,58,Male,Australia,iOS,1.2,4,7.29,14.2,10,5,3,3,1,0,16,Free,8,5,1,1.0,0.87,56.05,826,Google Ads,3,Cluster 3
123550,43,Female,India,Android,2.1,7,23.84,47.05,12,7,2,19,1,0,44,Basic,10,4,1,4.0,0.14,67.3,76,Organic,0,Cluster 0
123551,45,Other,India,Web,2.0,12,3.29,60.53,20,7,3,20,0,0,28,Premium,4,2,5,4.0,0.55,52.81,950,Google Ads,1,Cluster 1
123552,45,Female,USA,Android,1.1,4,24.65,72.73,15,5,6,12,0,0,26,Free,7,5,1,3.0,0.53,86.47,219,Email Campaign,3,Cluster 3
123553,38,Male,India,Web,2.1,4,30.97,28.51,12,2,4,13,0,0,30,Free,6,2,1,4.0,0.92,73.29,403,Google Ads,1,Cluster 1
123554,27,Male,Canada,Android,2.1,5,22.54,55.6,10,5,3,4,0,0,5,Free,6,3,5,3.0,0.27,55.49,751,Organic,3,Cluster 3
123555,44,Other,India,iOS,1.1,6,4.11,33.83,13,5,6,10,0,0,5,Premium,5,3,2,3.0,0.41,57.75,152,Organic,3,Cluster 3
123556,32,Female,USA,iOS,1.1,5,10.77,25.71,13,5,4,17,0,0,28,Free,9,3,2,4.0,0.35,84.67,652,Facebook Ads,1,Cluster 1
123557,34,Male,India,Android,1.1,8,52.84,42.32,15,6,5,9,0,0,9,Premium,6,2,3,2.0,0.6,49.88,523,Google Ads,3,Cluster 3
123558,56,Male,UK,Android,1.1,4,33.52,46.82,12,10,1,10,0,0,12,Premium,7,4,1,5.0,0.73,69.14,192,Organic,1,Cluster 1
123559,52,Female,Germany,Android,1.2,10,4.84,46.88,10,8,5,8,2,0,19,Free,8,2,2,5.0,0.16,62.17,545,Google Ads,0,Cluster 0
123560,22,Other,Singapore,Android,1.1,11,11.28,33.97,12,7,5,14,0,1,14,Free,10,3,3,4.0,0.07,81.97,240,Organic,2,Cluster 2
123561,33,Male,UK,Android,1.2,8,4.04,5.0,10,6,4,21,0,0,20,Free,10,6,2,3.0,0.19,100.0,515,Facebook Ads,3,Cluster 3
123562,40,Male,India,Android,1.1,5,4.43,53.63,11,3,3,13,0,0,18,Free,6,4,4,4.0,0.98,48.04,768,Facebook Ads,1,Cluster 1
123563,56,Male,Australia,Android,2.1,9,14.61,69.66,6,6,2,10,0,0,30,Basic,5,1,2,4.0,0.17,55.31,333,Organic,1,Cluster 1
123564,26,Female,Singapore,iOS,1.2,7,9.59,75.75,11,7,5,9,3,0,24,Free,6,2,2,3.0,0.47,56.4,297,Facebook Ads,0,Cluster 0
